"index" "college" "visits" "amount"
"2373" "Daymar Institute" 0 0
"2374" "North Tennessee Bible Institute" 0 0
"2375" "Collegedale " 0 0
"2376" "Southern Adventist University" 0 0
"2377" "Cookeville " 0 0
"2378" "Tennessee Technological University" 0 0
"2379" "Harrogate " 0 0
"2380" "Lincoln Memorial University" 0 0
"2381" "Henderson " 0 0
"2382" "Freed-Hardeman University" 0 0
"2383" "Johnson City " 0 0
"2384" "East Tennessee State University" 0 0
"2385" "Knoxville " 0 0
"2386" "University of Tennessee" 0 0
"2387" "Duncan School of Law " 0 0
"2388" "Lincoln Memorial Univ." 0 0
"2389" "Lebanon " 0 0
"2390" "Cumberland University" 0 0
"2391" "Martin " 0 0
"2392" "University of Tennessee at Martin" 0 0
"2393" "Memphis " 0 0
"2394" "Baptist College of Health Sciences" 0 0
"2395" "Christian Brothers University" 0 0
"2396" "LeMoyne-Owen College" 0 0
"2397" "Memphis College of Art" 0 0
"2398" "Rhodes College" 0 0
"2399" "Southern College of Optometry" 0 0
"2400" "Southwest Tennessee Community College" 0 0
"2401" "Union University - Germantown campus" 0 0
"2402" "University of Memphis" 0 0
"2403" "University of Tennessee Health Science Center" 0 0
"2404" "McKenzie " 0 0
"2405" "Bethel University" 0 0
"2406" "Memphis " 0 0
"2407" "Christian Brothers University" 0 0
"2408" "LeMoyne-Owen College" 0 0
"2409" "Memphis College of Art" 0 0
"2410" "Rhodes College" 0 0
"2411" "Southern College of Optometry" 0 0
"2412" "Southwest Tennessee Community College" 0 0
"2413" "University of Memphis" 0 0
"2414" "University of Tennessee Health Science Center" 0 0
"2415" "Visible Music College" 0 0
"2416" "Murfreesboro " 0 0
"2417" "Middle Tennessee State University" 0 0
"2418" "Nashville " 0 0
"2419" "Vanderbilt University" 0 0
"2420" "Belmont University" 0 0
"2421" "Tennessee State University" 0 0
"2422" "Lipscomb University" 0 0
"2423" "Fisk University" 0 0
"2424" "Aquinas College" 0 0
"2425" "Trevecca Nazarene University" 0 0
"2426" "Meharry Medical College" 0 0
"2427" "Nashville School of Law" 0 0
"2428" "Sewanee " 0 0
"2429" "Sewanee: the University of the South" 0 0
"2430" "Texas[edit]" 0 0
"2431" "Abilene " 0 0
"2432" "Abilene Christian University" 0 0
"2433" "Hardin-Simmons University" 0 0
"2434" "McMurry University" 0 0
"2435" "Alpine " 0 0
"2436" "Sul Ross State University" 0 0
"2437" "Amarillo " 0 0
"2438" "Wayland Baptist University branch campus" 0 0
"2439" "Texas Tech University Health Sciences Center at Amarillo School of Pharmacy" 0 0
"2440" "Texas Tech University at Amarillo" 0 0
"2441" "West Texas A&M University satellite campus" 0 0
"2442" "Arlington " 0 0
"2443" "University of Texas at Arlington" 0 0
"2444" "Austin " 0 0
"2445" "University of Texas at Austin" 0 0
"2446" "St. Edwards University" 0 0
"2447" "Huston-Tillotson University" 0 0
"2448" "Beaumont " 0 0
"2449" "Lamar University" 0 0
"2450" "Belton " 0 0
"2451" "University of Mary Hardin-Baylor" 0 0
"2452" "Big Spring " 0 0
"2453" "Howard College" 0 0
"2454" "Brownsville " 0 0
"2455" "The University of Texas Rio Grande Valley" 0 0
"2456" "Bryan " 0 0
"2457" "Blinn College – Bryan Campus" 0 0
"2458" "Texas A&M Health Science Center" 0 0
"2459" "Canyon " 0 0
"2460" "West Texas A&M University" 0 0
"2461" "Carrollton" 3 254.68
"2462" "College Station " 0 0
"2463" "Texas A&M University" 0 0
"2464" "Commerce " 0 0
"2465" "Texas A&M University–Commerce" 0 0
"2466" "Corpus Christi " 0 0
"2467" "Texas A&M University-Corpus Christi" 0 0
"2468" "Del Mar College" 0 0
"2469" "Saint Leo University-Corpus Christi" 0 0
"2470" "Dallas " 0 0
"2471" "Dallas Baptist University" 0 0
"2472" "University of North Texas at Dallas" 0 0
"2473" "University of Texas Southwestern Medical Center" 0 0
"2474" "Denton " 0 0
"2475" "University of North Texas" 0 0
"2476" "Texas Woman's University" 0 0
"2477" "Texas A&M University Baylor College of Dentistry" 0 0
"2478" "Edinburg " 0 0
"2479" "University of Texas Rio Grande Valley" 0 0
"2480" "El Paso " 0 0
"2481" "University of Texas at El Paso" 0 0
"2482" "Fort Worth " 0 0
"2483" "Texas Christian University" 0 0
"2484" "Texas Wesleyan University" 0 0
"2485" "Texas A&M School of Law" 0 0
"2486" "Galveston " 0 0
"2487" "Texas A&M University at Galveston" 0 0
"2488" "Georgetown " 0 0
"2489" "Southwestern University" 0 0
"2490" "Garland " 0 0
"2491" "Amberton University" 0 0
"2492" "Grand Prairie" 0 0
"2493" "Houston " 0 0
"2494" "University of Houston" 0 0
"2495" "University of Houston–Clear Lake" 0 0
"2496" "University of Houston–Downtown" 0 0
"2497" "Texas Southern University" 0 0
"2498" "University of St. Thomas" 0 0
"2499" "Rice University" 0 0
"2500" "Houston Baptist University" 0 0
"2501" "Huntsville " 0 0
"2502" "Sam Houston State University" 0 0
"2503" "Irving " 0 0
"2504" "University of Dallas" 0 0
"2505" "North Lake College" 0 0
"2506" "Keene " 0 0
"2507" "Southwestern Adventist University" 0 0
"2508" "Killeen " 0 0
"2509" "Central Texas College" 0 0
"2510" "Texas A&M University-Central Texas" 0 0
"2511" "Kingsville " 0 0
"2512" "Texas A&M University–Kingsville" 0 0
"2513" "Laredo " 0 0
"2514" "Texas A&M International University" 0 0
"2515" "University of Texas Health Science Center at San Antonio - Laredo campus" 0 0
"2516" "Lubbock " 0 0
"2517" "Texas Tech University" 0 0
"2518" "Lubbock Christian University" 0 0
"2519" "McAllen " 0 0
"2520" "University of Texas Rio Grande Valley" 0 0
"2521" "McKinney" 1 -39.99
"2522" "Mesquite " 0 0
"2523" "Texas A&M University–Commerce Mesquite Metroplex Center" 0 0
"2524" "Columbia College-Mesquite Campus" 0 0
"2525" "Nacogdoches " 0 0
"2526" "Stephen F. Austin State University" 0 0
"2527" "Odessa " 0 0
"2528" "The University of Texas of the Permian Basin" 0 0
"2529" "Pasadena " 0 0
"2530" "University of Houston–Clear Lake" 0 0
"2531" "Pearland " 0 0
"2532" "University of Houston–Clear Lake satellite campus" 0 0
"2533" "Plainview " 0 0
"2534" "Wayland Baptist University" 0 0
"2535" "Plano " 0 0
"2536" "Southern Methodist University branch campus" 0 0
"2537" "Dallas Baptist University satellite campus" 0 0
"2538" "Prairie View " 0 0
"2539" "Prairie View A&M University" 0 0
"2540" "Richardson " 0 0
"2541" "University of Texas at Dallas main campus" 0 0
"2542" "San Angelo " 0 0
"2543" "Angelo State University" 0 0
"2544" "San Antonio " 0 0
"2545" "University of Texas at San Antonio" 0 0
"2546" "Texas A&M University–San Antonio" 0 0
"2547" "Trinity University" 0 0
"2548" "University of the Incarnate Word" 0 0
"2549" "San Marcos " 0 0
"2550" "Texas State University" 0 0
"2551" "Stephenville " 0 0
"2552" "Tarleton State University" 0 0
"2553" "Texarkana " 0 0
"2554" "Texas A&M University–Texarkana" 0 0
"2555" "Tyler " 0 0
"2556" "The University of Texas at Tyler" 0 0
"2557" "University Park " 0 0
"2558" "Southern Methodist University" 0 0
"2559" "Waco " 0 0
"2560" "Baylor University" 0 0
"2561" "Wichita Falls " 0 0
"2562" "Midwestern State University" 0 0
"2563" "Utah[edit]" 0 0
"2564" "Cedar City " 0 0
"2565" "Southern Utah University" 0 0
"2566" "Ephraim " 0 0
"2567" "Snow College" 0 0
"2568" "Logan " 0 0
"2569" "Utah State University" 0 0
"2570" "Orem " 0 0
"2571" "Utah Valley University" 0 0
"2572" "Provo " 0 0
"2573" "Brigham Young University" 0 0
"2574" "Salt Lake City " 0 0
"2575" "University of Utah" 0 0
"2576" "South Jordan " 0 0
"2577" "Roseman University of Health Sciences College of Dental Medicine" 0 0
"2578" "St. George " 0 0
"2579" "Dixie State University" 0 0
"2580" "Vermont[edit]" 0 0
"2581" "Burlington " 0 0
"2582" "University of Vermont" 0 0
"2583" "Champlain College and Saint Michael's College" 0 0
"2584" "Castleton " 0 0
"2585" "Castleton State College" 0 0
"2586" "Johnson " 0 0
"2587" "Johnson State College" 0 0
"2588" "Lyndonville " 0 0
"2589" "Lyndon State College" 0 0
"2590" "Middlebury " 0 0
"2591" "Middlebury College" 0 0
"2592" "Northfield " 0 0
"2593" "Norwich University" 0 0
"2594" "Virginia[edit]" 0 0
"2595" "Alexandria " 0 0
"2596" "Virginia Commonwealth University branch of its School of Social Work" 0 0
"2597" "The George Washington University" 0 0
"2598" "Arlington " 0 0
"2599" "Marymount University" 0 0
"2600" "George Mason University" 0 0
"2601" "Blacksburg " 0 0
"2602" "Virginia Tech" 0 0
"2603" "Bridgewater " 0 0
"2604" "Bridgewater College" 0 0
"2605" "Charlottesville " 0 0
"2606" "University of Virginia" 0 0
"2607" "Chesapeake " 0 0
"2608" "Averett University" 0 0
"2609" "DeVry University" 0 0
"2610" "Troy University" 0 0
"2611" "Tidewater Community College" 0 0
"2612" "Strayer University" 0 0
"2613" "Everest University" 0 0
"2614" "Sentera College of Health Sciences" 0 0
"2615" "St Leo University" 0 0
"2616" "Farmville " 0 0
"2617" "Longwood University" 0 0
"2618" "Hampden-Sydney College" 0 0
"2619" "Fredericksburg " 0 0
"2620" "University of Mary Washington" 0 0
"2621" "Hampton " 0 0
"2622" "Hampton University" 0 0
"2623" "Bryant and Stratton College" 0 0
"2624" "Harrisonburg " 0 0
"2625" "James Madison University" 0 0
"2626" "Eastern Mennonite University" 0 0
"2627" "Lexington " 0 0
"2628" "Washington and Lee University" 0 0
"2629" "Virginia Military Institute" 0 0
"2630" "Lynchburg " 0 0
"2631" "Lynchburg College" 0 0
"2632" "Randolph College" 0 0
"2633" "Liberty University" 0 0
"2634" "Central Virginia Community College" 0 0
"2635" "Newport News " 0 0
"2636" "Christopher Newport University" 0 0
"2637" "Norfolk " 0 0
"2638" "Old Dominion University" 0 0
"2639" "Norfolk State University" 0 0
"2640" "Portsmouth " 0 0
"2641" "Old Dominion University" 0 0
"2642" "Radford " 0 0
"2643" "Radford University" 0 0
"2644" "Richmond " 0 0
"2645" "University of Richmond" 0 0
"2646" "Virginia Commonwealth University" 0 0
"2647" "Staunton " 0 0
"2648" "Mary Baldwin University" 0 0
"2649" "Virginia Beach " 0 0
"2650" "Regent University" 0 0
"2651" "Atlantic University" 0 0
"2652" "Virginia Wesleyan College" 0 0
"2653" "University of Virginia and Virginia Tech satellite campuses" 0 0
"2654" "ECPI University" 0 0
"2655" "Williamsburg " 0 0
"2656" "College of William & Mary" 0 0
"2657" "Wise " 0 0
"2658" "University of Virginia's College at Wise" 0 0
"2659" "Washington[edit]" 0 0
"2660" "Bellevue " 0 0
"2661" "Bellevue College" 0 0
"2662" "City University of Seattle" 0 0
"2663" "Bellingham " 0 0
"2664" "Western Washington University" 0 0
"2665" "Cheney " 0 0
"2666" "Eastern Washington University" 0 0
"2667" "Ellensburg " 0 0
"2668" "Central Washington University" 0 0
"2669" "Lakewood " 0 0
"2670" "Clover Park Technical College and Pierce College" 0 0
"2671" "Parkland " 0 0
"2672" "Pacific Lutheran University" 0 0
"2673" "Pullman " 0 0
"2674" "Washington State University" 0 0
"2675" "Richland " 0 0
"2676" "Washington State University Tri-Cities" 0 0
"2677" "Seattle " 0 0
"2678" "University of Washington" 0 0
"2679" "Seattle University" 0 0
"2680" "Seattle Pacific University" 0 0
"2681" "Spokane " 0 0
"2682" "Gonzaga University" 0 0
"2683" "Whitworth University" 0 0
"2684" "EWU Spokane at the Riverpoint Campus" 0 0
"2685" "WSU Spokane" 0 0
"2686" "Tacoma " 0 0
"2687" "University of Puget Sound" 0 0
"2688" "Tacoma Community College" 0 0
"2689" "City University of Seattle-Tacoma" 0 0
"2690" "Bates Technical College" 0 0
"2691" "The Evergreen State College Tacoma Campus" 0 0
"2692" "University of Washington Tacoma" 0 0
"2693" "Vancouver " 0 0
"2694" "Washington State University Vancouver" 0 0
"2695" "West Virginia[edit]" 0 0
"2696" "Athens " 0 0
"2697" "Concord University" 0 0
"2698" "Beckley " 0 0
"2699" "West Virginia University Institute of Technology" 0 0
"2700" "Buckhannon " 0 0
"2701" "West Virginia Wesleyan College" 0 0
"2702" "Elkins " 0 0
"2703" "Davis & Elkins College" 0 0
"2704" "Fairmont " 0 0
"2705" "Fairmont State University" 0 0
"2706" "Glenville " 0 0
"2707" "Glenville State College" 0 0
"2708" "Institute " 0 0
"2709" "West Virginia State University" 0 0
"2710" "Lewisburg " 0 0
"2711" "West Virginia School of Osteopathic Medicine" 0 0
"2712" "Morgantown " 0 0
"2713" "West Virginia University" 0 0
"2714" "Shepherdstown " 0 0
"2715" "Shepherd University" 0 0
"2716" "West Liberty " 0 0
"2717" "West Liberty University" 0 0
"2718" "Wisconsin[edit]" 0 0
"2719" "Appleton " 0 0
"2720" "Lawrence University" 0 0
"2721" "Eau Claire " 0 0
"2722" "University of Wisconsin–Eau Claire" 0 0
"2723" "Green Bay " 0 0
"2724" "University of Wisconsin-Green Bay" 0 0
"2725" "Kenosha " 0 0
"2726" "University of Wisconsin-Parkside" 0 0
"2727" "Carthage College" 0 0
"2728" "Kenosha campus of Gateway Technical College" 0 0
"2729" "National-Louis University" 0 0
"2730" "Herzing University" 0 0
"2731" "La Crosse " 0 0
"2732" "University of Wisconsin–La Crosse" 0 0
"2733" "Western Technical College" 0 0
"2734" "Viterbo University" 0 0
"2735" "Madison " 0 0
"2736" "University of Wisconsin–Madison" 0 0
"2737" "Menomonie " 0 0
"2738" "University of Wisconsin–Stout" 0 0
"2739" "Milwaukee " 0 0
"2740" "Marquette University" 0 0
"2741" "University of Wisconsin–Milwaukee" 0 0
"2742" "Cardinal Stritch University" 0 0
"2743" "Concordia University Wisconsin" 0 0
"2744" "Oshkosh " 0 0
"2745" "University of Wisconsin–Oshkosh" 0 0
"2746" "Platteville " 0 0
"2747" "University of Wisconsin–Platteville" 0 0
"2748" "River Falls " 0 0
"2749" "University of Wisconsin–River Falls" 0 0
"2750" "Stevens Point " 0 0
"2751" "University of Wisconsin–Stevens Point" 0 0
"2752" "Waukesha " 0 0
"2753" "Carroll University" 0 0
"2754" "Whitewater " 0 0
"2755" "University of Wisconsin–Whitewater" 0 0
"2756" "Wyoming[edit]" 0 0
"2757" "Laramie " 0 0
"2758" "University of Wyoming" 0 0
